STATEFP,COUNTYFP,POSTALCODE,COUNTY,MEDIAN_INCOME
26,111,MI,Midland County,"58,057.00"
26,113,MI,Missaukee County,"48,413.00"
26,115,MI,Monroe County,"62,522.00"
26,117,MI,Montcalm County,"50,396.00"
26,119,MI,Montmorency County,"40,650.00"
26,121,MI,Muskegon County,"49,960.00"
26,123,MI,Newaygo County,"48,860.00"
26,125,MI,Oakland County,"80,319.00"
26,127,MI,Oceana County,"50,374.00"
26,129,MI,Ogemaw County,"41,201.00"
26,131,MI,Ontonagon County,"40,798.00"
26,133,MI,Osceola County,"45,607.00"
26,135,MI,Oscoda County,"38,927.00"
26,137,MI,Otsego County,"51,292.00"
26,139,MI,Ottawa County,"70,420.00"
26,141,MI,Presque Isle County,"45,502.00"
26,143,MI,Roscommon County,"38,613.00"
26,145,MI,Saginaw County,"48,805.00"
26,147,MI,St. Clair County,"56,557.00"
26,149,MI,St. Joseph County,"52,689.00"
26,151,MI,Sanilac County,"46,184.00"
26,153,MI,Schoolcraft County,"44,887.00"
26,155,MI,Shiawassee County,"54,149.00"
26,157,MI,Tuscola County,"51,113.00"
26,159,MI,Van Buren County,"57,363.00"
26,161,MI,Washtenaw County,"72,267.00"
26,163,MI,Wayne County,"46,440.00"
26,165,MI,Wexford County,"46,396.00"
27,000,MN,Minnesota,"70,295.00"
27,001,MN,Aitkin County,"44,016.00"
27,003,MN,Anoka County,"82,284.00"
27,005,MN,Becker County,"59,440.00"
27,007,MN,Beltrami County,"47,073.00"
27,009,MN,Benton County,"61,341.00"
27,011,MN,Big Stone County,"51,058.00"
27,013,MN,Blue Earth County,"58,132.00"
27,015,MN,Brown County,"60,626.00"
27,017,MN,Carlton County,"60,412.00"
27,019,MN,Carver County,"104,248.00"
27,021,MN,Cass County,"48,651.00"
27,023,MN,Chippewa County,"53,540.00"
27,025,MN,Chisago County,"82,814.00"
27,027,MN,Clay County,"65,914.00"
27,029,MN,Clearwater County,"51,475.00"
27,031,MN,Cook County,"54,465.00"
27,033,MN,Cottonwood County,"51,788.00"
27,035,MN,Crow Wing County,"53,481.00"
27,037,MN,Dakota County,"86,403.00"
27,039,MN,Dodge County,"75,955.00"
27,041,MN,Douglas County,"60,979.00"
27,043,MN,Faribault County,"52,560.00"
27,045,MN,Fillmore County,"58,761.00"
27,047,MN,Freeborn County,"52,010.00"
27,049,MN,Goodhue County,"67,039.00"
27,051,MN,Grant County,"54,917.00"
27,053,MN,Hennepin County,"76,067.00"
27,055,MN,Houston County,"59,613.00"
27,057,MN,Hubbard County,"55,687.00"
27,059,MN,Isanti County,"73,468.00"
27,061,MN,Itasca County,"53,143.00"
27,063,MN,Jackson County,"57,786.00"
27,065,MN,Kanabec County,"56,950.00"
27,067,MN,Kandiyohi County,"60,579.00"
27,069,MN,Kittson County,"54,438.00"
27,071,MN,Koochiching County,"46,281.00"
27,073,MN,Lac qui Parle County,"52,445.00"
27,075,MN,Lake County,"61,015.00"
27,077,MN,Lake of the Woods County,"52,058.00"
27,079,MN,Le Sueur County,"67,269.00"
27,081,MN,Lincoln County,"51,305.00"
27,083,MN,Lyon County,"57,690.00"
27,085,MN,McLeod County,"61,959.00"
27,087,MN,Mahnomen County,"43,162.00"
27,089,MN,Marshall County,"58,105.00"
27,091,MN,Martin County,"50,821.00"
27,093,MN,Meeker County,"66,557.00"
27,095,MN,Mille Lacs County,"53,289.00"
27,097,MN,Morrison County,"57,471.00"
27,099,MN,Mower County,"53,387.00"
27,101,MN,Murray County,"59,938.00"
27,103,MN,Nicollet County,"66,209.00"
27,105,MN,Nobles County,"55,766.00"
27,107,MN,Norman County,"48,799.00"
27,109,MN,Olmsted County,"76,001.00"
27,111,MN,Otter Tail County,"53,778.00"
27,113,MN,Pennington County,"57,494.00"
27,115,MN,Pine County,"50,387.00"
27,117,MN,Pipestone County,"55,378.00"
27,119,MN,Polk County,"60,180.00"
27,121,MN,Pope County,"60,975.00"
27,123,MN,Ramsey County,"62,937.00"
27,125,MN,Red Lake County,"54,412.00"
27,127,MN,Redwood County,"56,760.00"
27,129,MN,Renville County,"59,787.00"
27,131,MN,Rice County,"67,024.00"
27,133,MN,Rock County,"63,503.00"
27,135,MN,Roseau County,"60,239.00"
27,137,MN,St. Louis County,"53,833.00"
27,139,MN,Scott County,"101,427.00"
27,141,MN,Sherburne County,"81,850.00"
27,143,MN,Sibley County,"66,209.00"
27,145,MN,Stearns County,"60,843.00"
27,147,MN,Steele County,"65,323.00"
27,149,MN,Stevens County,"61,929.00"
27,151,MN,Swift County,"51,552.00"
27,153,MN,Todd County,"58,113.00"
27,155,MN,Traverse County,"49,773.00"
27,157,MN,Wabasha County,"63,633.00"
27,159,MN,Wadena County,"46,312.00"
27,161,MN,Waseca County,"58,335.00"
27,163,MN,Washington County,"95,840.00"
27,165,MN,Watonwan County,"51,962.00"
27,167,MN,Wilkin County,"61,387.00"
27,169,MN,Winona County,"56,076.00"
27,171,MN,Wright County,"87,377.00"
27,173,MN,Yellow Medicine County,"56,528.00"
28,000,MS,Mississippi,"44,740.00"
28,001,MS,Adams County,"33,392.00"
28,003,MS,Alcorn County,"40,010.00"
28,005,MS,Amite County,"38,092.00"
28,007,MS,Attala County,"36,761.00"
28,009,MS,Benton County,"35,184.00"
28,011,MS,Bolivar County,"33,116.00"
28,013,MS,Calhoun County,"39,176.00"
28,015,MS,Carroll County,"42,588.00"
28,017,MS,Chickasaw County,"37,429.00"
28,019,MS,Choctaw County,"38,479.00"
28,021,MS,Claiborne County,"29,631.00"
28,023,MS,Clarke County,"41,495.00"
28,025,MS,Clay County,"38,121.00"
28,027,MS,Coahoma County,"29,380.00"
28,029,MS,Copiah County,"38,664.00"
28,031,MS,Covington County,"36,083.00"
28,033,MS,DeSoto County,"68,126.00"
28,035,MS,Forrest County,"39,061.00"
28,037,MS,Franklin County,"39,508.00"
28,039,MS,George County,"47,246.00"
28,041,MS,Greene County,"42,022.00"
28,043,MS,Grenada County,"39,633.00"
28,045,MS,Hancock County,"49,843.00"
28,047,MS,Harrison County,"45,355.00"
28,049,MS,Hinds County,"44,776.00"
28,051,MS,Holmes County,"26,449.00"
28,053,MS,Humphreys County,"28,542.00"
28,055,MS,Issaquena County,"26,936.00"
28,057,MS,Itawamba County,"45,720.00"
28,059,MS,Jackson County,"51,771.00"
28,061,MS,Jasper County,"36,987.00"
28,063,MS,Jefferson County,"28,024.00"
28,065,MS,Jefferson Davis County,"31,739.00"
28,067,MS,Jones County,"42,435.00"
28,069,MS,Kemper County,"33,437.00"
28,071,MS,Lafayette County,"49,381.00"
28,073,MS,Lamar County,"58,377.00"
28,075,MS,Lauderdale County,"40,077.00"
28,077,MS,Lawrence County,"40,510.00"
28,079,MS,Leake County,"37,212.00"
28,081,MS,Lee County,"51,088.00"
28,083,MS,Leflore County,"29,244.00"
28,085,MS,Lincoln County,"43,478.00"
28,087,MS,Lowndes County,"44,348.00"
28,089,MS,Madison County,"75,740.00"
28,091,MS,Marion County,"36,408.00"
28,093,MS,Marshall County,"40,285.00"
28,095,MS,Monroe County,"44,681.00"
28,097,MS,Montgomery County,"36,311.00"
28,099,MS,Neshoba County,"36,236.00"
28,101,MS,Newton County,"40,792.00"
28,103,MS,Noxubee County,"32,167.00"
28,105,MS,Oktibbeha County,"39,130.00"
28,107,MS,Panola County,"39,198.00"
28,109,MS,Pearl River County,"45,268.00"
28,111,MS,Perry County,"39,687.00"
28,113,MS,Pike County,"33,983.00"
28,115,MS,Pontotoc County,"44,297.00"
28,117,MS,Prentiss County,"41,281.00"
28,119,MS,Quitman County,"27,767.00"
28,121,MS,Rankin County,"66,296.00"
28,123,MS,Scott County,"38,034.00"
28,125,MS,Sharkey County,"28,887.00"
28,127,MS,Simpson County,"38,173.00"
28,129,MS,Smith County,"46,764.00"
28,131,MS,Stone County,"44,622.00"
28,133,MS,Sunflower County,"31,329.00"
28,135,MS,Tallahatchie County,"32,692.00"
28,137,MS,Tate County,"48,082.00"
28,139,MS,Tippah County,"39,833.00"
28,141,MS,Tishomingo County,"41,455.00"
28,143,MS,Tunica County,"33,143.00"
28,145,MS,Union County,"46,600.00"
28,147,MS,Walthall County,"33,566.00"
28,149,MS,Warren County,"46,049.00"
28,151,MS,Washington County,"33,991.00"
28,153,MS,Wayne County,"37,401.00"
28,155,MS,Webster County,"43,349.00"
28,157,MS,Wilkinson County,"29,900.00"
28,159,MS,Winston County,"39,498.00"
28,161,MS,Yalobusha County,"39,551.00"
28,163,MS,Yazoo County,"33,111.00"
29,000,MO,Missouri,"54,412.00"
29,001,MO,Adair County,"40,395.00"
29,003,MO,Andrew County,"57,459.00"
29,005,MO,Atchison County,"49,122.00"
29,007,MO,Audrain County,"44,340.00"
29,009,MO,Barry County,"42,457.00"
29,011,MO,Barton County,"41,583.00"
29,013,MO,Bates County,"45,955.00"
29,015,MO,Benton County,"40,025.00"
29,017,MO,Bollinger County,"44,233.00"
29,019,MO,Boone County,"55,136.00"
29,021,MO,Buchanan County,"52,506.00"
29,023,MO,Butler County,"38,067.00"
29,025,MO,Caldwell County,"47,591.00"
29,027,MO,Callaway County,"53,970.00"
29,029,MO,Camden County,"48,580.00"
29,031,MO,Cape Girardeau County,"51,962.00"
29,033,MO,Carroll County,"47,049.00"
29,035,MO,Carter County,"34,134.00"
29,037,MO,Cass County,"71,374.00"
29,039,MO,Cedar County,"37,288.00"
29,041,MO,Chariton County,"48,421.00"
29,043,MO,Christian County,"58,057.00"
29,045,MO,Clark County,"46,832.00"
29,047,MO,Clay County,"68,943.00"
29,049,MO,Clinton County,"58,641.00"
29,051,MO,Cole County,"62,817.00"
29,053,MO,Cooper County,"52,513.00"
29,055,MO,Crawford County,"42,774.00"
29,057,MO,Dade County,"41,381.00"
29,059,MO,Dallas County,"38,765.00"
29,061,MO,Daviess County,"51,255.00"
29,063,MO,DeKalb County,"48,920.00"
29,065,MO,Dent County,"39,392.00"
29,067,MO,Douglas County,"36,762.00"
29,069,MO,Dunklin County,"37,331.00"
29,071,MO,Franklin County,"58,738.00"
29,073,MO,Gasconade County,"52,282.00"
29,075,MO,Gentry County,"43,731.00"
29,077,MO,Greene County,"44,799.00"
29,079,MO,Grundy County,"40,315.00"
29,081,MO,Harrison County,"40,639.00"
29,083,MO,Henry County,"44,978.00"
29,085,MO,Hickory County,"35,025.00"
29,087,MO,Holt County,"47,191.00"
29,089,MO,Howard County,"45,767.00"
29,091,MO,Howell County,"36,762.00"
29,093,MO,Iron County,"37,755.00"
29,095,MO,Jackson County,"55,864.00"
29,097,MO,Jasper County,"46,596.00"
29,099,MO,Jefferson County,"65,150.00"
29,101,MO,Johnson County,"52,151.00"
29,103,MO,Knox County,"39,309.00"
29,105,MO,Laclede County,"44,562.00"
29,107,MO,Lafayette County,"53,389.00"
29,109,MO,Lawrence County,"45,074.00"
29,111,MO,Lewis County,"48,179.00"
29,113,MO,Lincoln County,"62,238.00"
29,115,MO,Linn County,"44,992.00"
29,117,MO,Livingston County,"48,749.00"
29,119,MO,McDonald County,"40,204.00"
29,121,MO,Macon County,"45,440.00"
29,123,MO,Madison County,"40,191.00"
29,125,MO,Maries County,"46,371.00"
29,127,MO,Marion County,"49,393.00"
29,129,MO,Mercer County,"46,014.00"
29,131,MO,Miller County,"47,225.00"
29,133,MO,Mississippi County,"34,735.00"
29,135,MO,Moniteau County,"57,047.00"
29,137,MO,Monroe County,"46,216.00"
29,139,MO,Montgomery County,"48,951.00"
29,141,MO,Morgan County,"45,276.00"
29,143,MO,New Madrid County,"38,093.00"
29,145,MO,Newton County,"49,220.00"
29,147,MO,Nodaway County,"46,698.00"
29,149,MO,Oregon County,"32,720.00"
29,151,MO,Osage County,"58,855.00"
29,153,MO,Ozark County,"34,367.00"
29,155,MO,Pemiscot County,"31,831.00"
29,157,MO,Perry County,"53,871.00"
29,159,MO,Pettis County,"45,254.00"
29,161,MO,Phelps County,"43,079.00"
29,163,MO,Pike County,"43,591.00"
29,165,MO,Platte County,"82,567.00"
29,167,MO,Polk County,"45,336.00"
29,169,MO,Pulaski County,"52,532.00"
29,171,MO,Putnam County,"40,866.00"
29,173,MO,Ralls County,"57,549.00"
29,175,MO,Randolph County,"44,975.00"
29,177,MO,Ray County,"58,693.00"
29,179,MO,Reynolds County,"36,592.00"
29,181,MO,Ripley County,"32,802.00"
29,183,MO,St. Charles County,"82,048.00"
29,185,MO,St. Clair County,"37,013.00"
29,186,MO,Ste. Genevieve County,"59,043.00"
29,187,MO,St. Francois County,"45,584.00"
29,189,MO,St. Louis County,"66,992.00"
29,195,MO,Saline County,"43,776.00"
29,197,MO,Schuyler County,"39,463.00"
29,199,MO,Scotland County,"42,053.00"
29,201,MO,Scott County,"44,261.00"
29,203,MO,Shannon County,"32,715.00"
29,205,MO,Shelby County,"44,564.00"
29,207,MO,Stoddard County,"40,808.00"
29,209,MO,Stone County,"46,026.00"
29,211,MO,Sullivan County,"41,978.00"
29,213,MO,Taney County,"40,887.00"
29,215,MO,Texas County,"34,824.00"
29,217,MO,Vernon County,"42,552.00"
29,219,MO,Warren County,"62,056.00"
29,221,MO,Washington County,"38,591.00"
29,223,MO,Wayne County,"33,703.00"
29,225,MO,Webster County,"51,141.00"
29,227,MO,Worth County,"43,119.00"
29,229,MO,Wright County,"35,293.00"
29,510,MO,St. Louis city,"43,263.00"
30,000,MT,Montana,"55,248.00"
30,001,MT,Beaverhead County,"47,674.00"
30,003,MT,Big Horn County,"40,425.00"
30,005,MT,Blaine County,"39,237.00"
30,007,MT,Broadwater County,"52,840.00"
30,009,MT,Carbon County,"53,661.00"
30,011,MT,Carter County,"47,985.00"
30,013,MT,Cascade County,"50,054.00"
30,015,MT,Chouteau County,"44,645.00"
30,017,MT,Custer County,"50,525.00"
30,019,MT,Daniels County,"44,659.00"
30,021,MT,Dawson County,"56,167.00"
30,023,MT,Deer Lodge County,"45,641.00"
30,025,MT,Fallon County,"62,029.00"
30,027,MT,Fergus County,"49,147.00"
30,029,MT,Flathead County,"54,382.00"
30,031,MT,Gallatin County,"67,569.00"
30,033,MT,Garfield County,"44,580.00"
30,035,MT,Glacier County,"37,719.00"
30,037,MT,Golden Valley County,"38,782.00"
30,039,MT,Granite County,"48,410.00"
30,041,MT,Hill County,"50,136.00"
30,043,MT,Jefferson County,"68,381.00"
30,045,MT,Judith Basin County,"50,197.00"
30,047,MT,Lake County,"44,833.00"
30,049,MT,Lewis and Clark County,"63,860.00"
30,051,MT,Liberty County,"42,742.00"
30,053,MT,Lincoln County,"40,602.00"
30,055,MT,McCone County,"43,650.00"
30,057,MT,Madison County,"53,031.00"
30,059,MT,Meagher County,"44,572.00"
30,061,MT,Mineral County,"43,458.00"
30,063,MT,Missoula County,"56,207.00"
30,065,MT,Musselshell County,"43,371.00"
30,067,MT,Park County,"61,044.00"
30,069,MT,Petroleum County,"41,009.00"
30,071,MT,Phillips County,"44,730.00"
30,073,MT,Pondera County,"42,890.00"
30,075,MT,Powder River County,"47,378.00"
30,077,MT,Powell County,"48,966.00"
30,079,MT,Prairie County,"42,754.00"
30,081,MT,Ravalli County,"50,055.00"
30,083,MT,Richland County,"67,242.00"
30,085,MT,Roosevelt County,"40,179.00"
30,087,MT,Rosebud County,"57,674.00"
30,089,MT,Sanders County,"39,861.00"
30,091,MT,Sheridan County,"51,690.00"
30,093,MT,Silver Bow County,"47,302.00"
30,095,MT,Stillwater County,"66,226.00"
30,097,MT,Sweet Grass County,"52,747.00"
30,099,MT,Teton County,"48,368.00"
30,101,MT,Toole County,"46,326.00"
30,103,MT,Treasure County,"50,774.00"
30,105,MT,Valley County,"48,390.00"
30,107,MT,Wheatland County,"38,449.00"
30,109,MT,Wibaux County,"49,532.00"
30,111,MT,Yellowstone County,"59,975.00"
31,000,NE,Nebraska,"59,724.00"
31,001,NE,Adams County,"55,167.00"
31,003,NE,Antelope County,"55,371.00"
31,005,NE,Arthur County,"46,862.00"
31,007,NE,Banner County,"53,865.00"
31,009,NE,Blaine County,"44,467.00"
31,011,NE,Boone County,"51,911.00"
31,013,NE,Box Butte County,"57,952.00"
31,015,NE,Boyd County,"42,431.00"
31,017,NE,Brown County,"46,191.00"
31,019,NE,Buffalo County,"59,193.00"
31,021,NE,Burt County,"57,548.00"
31,023,NE,Butler County,"57,208.00"
31,025,NE,Cass County,"75,177.00"
31,027,NE,Cedar County,"64,570.00"
31,029,NE,Chase County,"54,866.00"
31,031,NE,Cherry County,"49,782.00"
31,033,NE,Cheyenne County,"53,132.00"
31,035,NE,Clay County,"56,259.00"
31,037,NE,Colfax County,"55,787.00"
31,039,NE,Cuming County,"59,219.00"
31,041,NE,Custer County,"49,995.00"
31,043,NE,Dakota County,"55,522.00"
31,045,NE,Dawes County,"47,487.00"
31,047,NE,Dawson County,"56,818.00"
31,049,NE,Deuel County,"47,097.00"
31,051,NE,Dixon County,"54,635.00"
31,053,NE,Dodge County,"51,682.00"
31,055,NE,Douglas County,"64,580.00"
31,057,NE,Dundy County,"48,574.00"
31,059,NE,Fillmore County,"56,697.00"
31,061,NE,Franklin County,"48,778.00"
31,063,NE,Frontier County,"43,650.00"
31,065,NE,Furnas County,"49,685.00"
31,067,NE,Gage County,"49,931.00"
31,069,NE,Garden County,"39,192.00"
31,071,NE,Garfield County,"46,245.00"
31,073,NE,Gosper County,"59,722.00"
31,075,NE,Grant County,"56,724.00"
31,077,NE,Greeley County,"45,221.00"
31,079,NE,Hall County,"53,792.00"
31,081,NE,Hamilton County,"60,608.00"
31,083,NE,Harlan County,"49,321.00"
31,085,NE,Hayes County,"47,047.00"
31,087,NE,Hitchcock County,"43,880.00"
31,089,NE,Holt County,"55,965.00"
31,091,NE,Hooker County,"46,220.00"
31,093,NE,Howard County,"52,292.00"
31,095,NE,Jefferson County,"47,075.00"
31,097,NE,Johnson County,"52,401.00"
31,099,NE,Kearney County,"64,456.00"
31,101,NE,Keith County,"52,086.00"
31,103,NE,Keya Paha County,"48,429.00"
31,105,NE,Kimball County,"46,986.00"
31,107,NE,Knox County,"47,906.00"
31,109,NE,Lancaster County,"58,618.00"
31,111,NE,Lincoln County,"56,803.00"
31,113,NE,Logan County,"55,531.00"
31,115,NE,Loup County,"47,797.00"
31,117,NE,McPherson County,"53,207.00"
31,119,NE,Madison County,"55,226.00"
31,121,NE,Merrick County,"56,493.00"
31,123,NE,Morrill County,"49,151.00"
31,125,NE,Nance County,"47,279.00"
31,127,NE,Nemaha County,"52,069.00"
31,129,NE,Nuckolls County,"46,954.00"
31,131,NE,Otoe County,"60,734.00"
31,133,NE,Pawnee County,"45,487.00"
31,135,NE,Perkins County,"57,251.00"
31,137,NE,Phelps County,"59,003.00"
31,139,NE,Pierce County,"57,367.00"
31,141,NE,Platte County,"63,656.00"
31,143,NE,Polk County,"59,815.00"
31,145,NE,Red Willow County,"49,034.00"
31,147,NE,Richardson County,"47,573.00"
31,149,NE,Rock County,"48,260.00"
31,151,NE,Saline County,"54,569.00"
31,153,NE,Sarpy County,"79,358.00"
31,155,NE,Saunders County,"67,897.00"
31,157,NE,Scotts Bluff County,"50,247.00"
31,159,NE,Seward County,"71,024.00"
31,161,NE,Sheridan County,"43,819.00"
31,163,NE,Sherman County,"47,499.00"
31,165,NE,Sioux County,"50,861.00"
31,167,NE,Stanton County,"66,228.00"
31,169,NE,Thayer County,"51,299.00"
31,171,NE,Thomas County,"48,275.00"
31,173,NE,Thurston County,"45,405.00"
31,175,NE,Valley County,"48,604.00"
31,177,NE,Washington County,"77,838.00"
31,179,NE,Wayne County,"55,970.00"
31,181,NE,Webster County,"45,058.00"
31,183,NE,Wheeler County,"53,369.00"
31,185,NE,York County,"61,478.00"
32,000,NV,Nevada,"58,740.00"
32,001,NV,Churchill County,"58,429.00"
32,003,NV,Clark County,"57,155.00"
32,005,NV,Douglas County,"70,495.00"
32,007,NV,Elko County,"79,134.00"
32,009,NV,Esmeralda County,"50,179.00"
32,011,NV,Eureka County,"70,036.00"
32,013,NV,Humboldt County,"72,873.00"
32,015,NV,Lander County,"79,278.00"
32,017,NV,Lincoln County,"55,504.00"
32,019,NV,Lyon County,"59,732.00"
32,021,NV,Mineral County,"44,438.00"
32,023,NV,Nye County,"47,031.00"
32,027,NV,Pershing County,"42,522.00"
32,029,NV,Storey County,"68,236.00"
32,031,NV,Washoe County,"63,636.00"
32,033,NV,White Pine County,"58,942.00"
32,510,NV,Carson City,"56,382.00"
33,000,NH,New Hampshire,"75,322.00"
33,001,NH,Belknap County,"64,777.00"
33,003,NH,Carroll County,"59,413.00"
33,005,NH,Cheshire County,"60,251.00"
33,007,NH,Coos County,"44,259.00"
33,009,NH,Grafton County,"65,163.00"
33,011,NH,Hillsborough County,"78,714.00"
33,013,NH,Merrimack County,"74,351.00"
33,015,NH,Rockingham County,"93,645.00"
33,017,NH,Strafford County,"69,919.00"
33,019,NH,Sullivan County,"60,034.00"
34,000,NJ,New Jersey,"81,777.00"
34,001,NJ,Atlantic County,"60,826.00"
34,003,NJ,Bergen County,"100,181.00"
34,005,NJ,Burlington County,"84,470.00"
34,007,NJ,Camden County,"67,135.00"
34,009,NJ,Cape May County,"62,175.00"
34,011,NJ,Cumberland County,"51,790.00"
34,013,NJ,Essex County,"62,875.00"
34,015,NJ,Gloucester County,"81,315.00"
34,017,NJ,Hudson County,"73,337.00"
34,019,NJ,Hunterdon County,"112,335.00"
34,021,NJ,Mercer County,"79,979.00"
34,023,NJ,Middlesex County,"87,666.00"
34,025,NJ,Monmouth County,"99,223.00"
34,027,NJ,Morris County,"112,396.00"
34,029,NJ,Ocean County,"68,483.00"
34,031,NJ,Passaic County,"71,959.00"
34,033,NJ,Salem County,"64,524.00"
34,035,NJ,Somerset County,"119,731.00"
34,037,NJ,Sussex County,"92,284.00"
34,039,NJ,Union County,"80,737.00"
34,041,NJ,Warren County,"77,571.00"
35,000,NM,New Mexico,"47,405.00"
35,001,NM,Bernalillo County,"51,372.00"
35,003,NM,Catron County,"34,777.00"
35,005,NM,Chaves County,"43,527.00"
35,006,NM,Cibola County,"38,097.00"
35,007,NM,Colfax County,"41,592.00"
35,009,NM,Curry County,"47,202.00"
35,011,NM,DeBaca County,"35,087.00"
35,013,NM,Dona Ana County,"38,409.00"
35,015,NM,Eddy County,"58,320.00"
35,017,NM,Grant County,"38,341.00"
35,019,NM,Guadalupe County,"29,515.00"
35,021,NM,Harding County,"37,544.00"
35,023,NM,Hidalgo County,"39,882.00"
35,025,NM,Lea County,"51,656.00"
35,027,NM,Lincoln County,"45,095.00"
35,028,NM,Los Alamos County,"124,947.00"
35,029,NM,Luna County,"30,570.00"
35,031,NM,McKinley County,"33,976.00"
35,033,NM,Mora County,"34,491.00"
35,035,NM,Otero County,"42,701.00"
35,037,NM,Quay County,"33,085.00"
35,039,NM,Rio Arriba County,"41,511.00"
35,041,NM,Roosevelt County,"41,700.00"
35,043,NM,Sandoval County,"57,036.00"
35,045,NM,San Juan County,"46,578.00"
35,047,NM,San Miguel County,"35,292.00"
35,049,NM,Santa Fe County,"60,187.00"
35,051,NM,Sierra County,"31,741.00"
35,053,NM,Socorro County,"33,989.00"
35,055,NM,Taos County,"38,405.00"
35,057,NM,Torrance County,"39,123.00"
35,059,NM,Union County,"40,426.00"
35,061,NM,Valencia County,"46,365.00"
36,000,NY,New York,"67,648.00"
36,001,NY,Albany County,"64,536.00"
36,003,NY,Allegany County,"46,262.00"
36,005,NY,Bronx County,"38,566.00"
36,007,NY,Broome County,"50,928.00"
36,009,NY,Cattaraugus County,"48,017.00"
36,011,NY,Cayuga County,"52,945.00"
36,013,NY,Chautauqua County,"45,689.00"
36,015,NY,Chemung County,"52,565.00"
36,017,NY,Chenango County,"50,312.00"
36,019,NY,Clinton County,"55,517.00"
36,021,NY,Columbia County,"64,916.00"
36,023,NY,Cortland County,"51,751.00"
36,025,NY,Delaware County,"47,382.00"
36,027,NY,Dutchess County,"79,604.00"
36,029,NY,Erie County,"56,375.00"
36,031,NY,Essex County,"54,376.00"
36,033,NY,Franklin County,"48,722.00"
36,035,NY,Fulton County,"51,388.00"
36,037,NY,Genesee County,"58,925.00"
36,039,NY,Greene County,"54,514.00"
36,041,NY,Hamilton County,"59,020.00"
36,043,NY,Herkimer County,"53,168.00"
36,045,NY,Jefferson County,"52,798.00"
36,047,NY,Kings County,"60,862.00"
36,049,NY,Lewis County,"52,660.00"
36,051,NY,Livingston County,"61,027.00"
36,053,NY,Madison County,"59,114.00"
36,055,NY,Monroe County,"60,240.00"
36,057,NY,Montgomery County,"43,799.00"
36,059,NY,Nassau County,"115,301.00"
36,061,NY,New York County,"84,610.00"
36,063,NY,Niagara County,"55,013.00"
36,065,NY,Oneida County,"54,096.00"
36,067,NY,Onondaga County,"59,786.00"
36,069,NY,Ontario County,"62,930.00"
36,071,NY,Orange County,"75,048.00"
36,073,NY,Orleans County,"52,658.00"
36,075,NY,Oswego County,"53,745.00"
36,077,NY,Otsego County,"54,321.00"
36,079,NY,Putnam County,"100,887.00"
36,081,NY,Queens County,"68,432.00"
36,083,NY,Rensselaer County,"71,084.00"
36,085,NY,Richmond County,"79,719.00"
36,087,NY,Rockland County,"88,960.00"
36,089,NY,St. Lawrence County,"49,356.00"
36,091,NY,Saratoga County,"83,210.00"
36,093,NY,Schenectady County,"63,297.00"
36,095,NY,Schoharie County,"57,757.00"
36,097,NY,Schuyler County,"50,190.00"
36,099,NY,Seneca County,"54,184.00"
36,101,NY,Steuben County,"54,862.00"
36,103,NY,Suffolk County,"100,075.00"
36,105,NY,Sullivan County,"51,985.00"
36,107,NY,Tioga County,"60,309.00"
36,109,NY,Tompkins County,"57,383.00"
36,111,NY,Ulster County,"63,073.00"
36,113,NY,Warren County,"56,694.00"
36,115,NY,Washington County,"55,913.00"
36,117,NY,Wayne County,"61,118.00"
36,119,NY,Westchester County,"94,521.00"
36,121,NY,Wyoming County,"57,709.00"
36,123,NY,Yates County,"51,089.00"
37,000,NC,North Carolina,"53,922.00"
37,001,NC,Alamance County,"50,480.00"
37,003,NC,Alexander County,"49,138.00"
37,005,NC,Alleghany County,"39,735.00"
37,007,NC,Anson County,"38,023.00"
37,009,NC,Ashe County,"41,864.00"
37,011,NC,Avery County,"41,701.00"
37,013,NC,Beaufort County,"46,411.00"
37,015,NC,Bertie County,"35,433.00"
37,017,NC,Bladen County,"36,976.00"
37,019,NC,Brunswick County,"60,163.00"
37,021,NC,Buncombe County,"53,960.00"
37,023,NC,Burke County,"44,946.00"
37,025,NC,Cabarrus County,"69,297.00"
37,027,NC,Caldwell County,"43,328.00"
37,029,NC,Camden County,"65,955.00"
37,031,NC,Carteret County,"55,052.00"
37,033,NC,Caswell County,"45,517.00"
37,035,NC,Catawba County,"53,738.00"
37,037,NC,Chatham County,"73,703.00"
37,039,NC,Cherokee County,"41,262.00"
37,041,NC,Chowan County,"42,618.00"
37,043,NC,Clay County,"42,878.00"
37,045,NC,Cleveland County,"42,728.00"
37,047,NC,Columbus County,"36,862.00"
37,049,NC,Craven County,"50,748.00"
37,051,NC,Cumberland County,"46,779.00"
37,053,NC,Currituck County,"64,426.00"
37,055,NC,Dare County,"64,768.00"
37,057,NC,Davidson County,"47,758.00"
37,059,NC,Davie County,"60,801.00"
37,061,NC,Duplin County,"42,725.00"
37,063,NC,Durham County,"59,329.00"
37,065,NC,Edgecombe County,"38,818.00"
37,067,NC,Forsyth County,"50,112.00"
37,069,NC,Franklin County,"57,710.00"
37,071,NC,Gaston County,"52,798.00"
37,073,NC,Gates County,"51,746.00"
37,075,NC,Graham County,"39,502.00"
37,077,NC,Granville County,"58,956.00"
37,079,NC,Greene County,"43,591.00"
37,081,NC,Guilford County,"52,166.00"
37,083,NC,Halifax County,"36,760.00"
37,085,NC,Harnett County,"51,225.00"
37,087,NC,Haywood County,"47,183.00"
